time,seconds_elapsed,z,y,x
1772811138218564400,0.173564453125,-0.10426266491413116,-0.257127970457077,-1.0123997926712036
1772811138238324500,0.193324462890625,0.05978791415691376,-0.4360922574996948,-1.3399683237075806
1772811138248204500,0.20320458984375,0.16471637785434723,-0.6512755155563354,-1.489105224609375
1772811138258084900,0.2130849609375,0.2707100808620453,-0.8664587140083313,-1.5881747007369995
1772811138267965000,0.22296484375,0.38522592186927795,-1.0379661321640015,-1.598294734954834
1772811138277845000,0.232844970703125,0.47896912693977356,-1.191364049911499,-1.5247915983200073
1772811138287725000,0.24272509765625,0.5167859792709351,-1.3511536121368408,-1.3953620195388794
1772811138297605000,0.252605224609375,0.500806987285614,-1.4427663087844849,-1.2467577457427979
1772811138307485400,0.2624853515625,0.45553332567214966,-1.446494698524475,-1.1237198114395142
1772811138317365500,0.272365478515625,0.383095383644104,-1.4156020879745483,-1.0422271490097046
1772811138327245600,0.28224560546875,0.31438589096069336,-1.3681977987289429,-0.9958882331848145
1772811138337125600,0.292125732421875,0.24887219071388245,-1.3266525268554688,-0.9921598434448242
1772811138347005700,0.302005615234375,0.1759016364812851,-1.3271851539611816,-1.0438251495361328
1772811138356886000,0.311885986328125,0.09174582362174988,-1.3884378671646118,-1.1508840322494507
1772811138366766000,0.32176611328125,0.01717737503349781,-1.300553560256958,-1.3836441040039062
1772811138376646100,0.331646240234375,-0.02383527159690857,-1.2606061697006226,-1.6041537523269653
1772811138386526200,0.341526123046875,-0.0552605465054512,-1.2510188817977905,-1.8017600774765015
1772811138396406300,0.35140625,-0.06325002014636993,-1.3058799505233765,-1.9844528436660767
1772811138406286600,0.36128662109375,0.07416897267103195,-1.4241241216659546,-2.0808591842651367
1772811138416166700,0.371166748046875,0.32024484872817993,-1.5775221586227417,-2.0925769805908203
1772811138426046700,0.381046630859375,0.5785712599754333,-1.7655410766601562,-2.0382485389709473
1772811138435926800,0.3909267578125,0.7511439323425293,-1.883785367012024,-1.9295917749404907
1772811138445806800,0.400806884765625,0.9301081895828247,-2.0110843181610107,-1.833717942237854
1772811138455687200,0.410687255859375,1.1708577871322632,-2.0286612510681152,-1.6568843126296997
1772811138465567200,0.420567138671875,1.3466262817382812,-2.0030949115753174,-1.4273200035095215
1772811138475447300,0.430447265625,1.4952305555343628,-2.0526297092437744,-1.2137346267700195
1772811138485327400,0.440327392578125,1.7013590335845947,-2.139448642730713,-1.0560755729675293
1772811138495207400,0.45020751953125,1.8478327989578247,-2.2118866443634033,-1.0422271490097046
1772811138505088000,0.460087890625,1.9192054271697998,-2.4228086471557617,-1.1093387603759766
1772811138514968600,0.469968505859375,2.012415885925293,-2.515486717224121,-1.3175978660583496
1772811138524849000,0.479848876953125,2.0843212604522705,-2.5128235816955566,-1.6116105318069458
